MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
General note	500	1990 census of population and housing, B, Population and housing characteristics for census tracts and block numbering areas, maps, Portland--Vancouver, OR--WA CMSA (part), Vancouver, WA PMSA	000384541	27261095		Cartographic material	e	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/11:1990 CPH-3-266 B/MAPS	C 3.223/11:1990 CPH-3-266 B/MAPS		0156-K-37	0156-K-47		1992	92-0697-P.	FALSE							
General note	500	1990 census of population and housing, Population and housing characteristics for census tracts and block numbering areas, maps, Yakima, WA MSA	000384542	27261206		Cartographic material	e	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/11:1990 CPH-3-342/MAPS	C 3.223/11:1990 CPH-3-342/MAPS		0156-K-47			1992	92-0706-P.	FALSE							
General note	500	1990 census of population and housing, Population and housing characteristics for census tracts and block numbering areas, maps, Olympia, WA MSA	000384544	27261296		Cartographic material	e	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/11:1990 CPH-3-250/MAPS	C 3.223/11:1990 CPH-3-250/MAPS		0156-K-47			1992	92-0657-P.	FALSE							
General note	500	1990 census of population and housing, A, Population and housing characteristics for census tracts and block numbering areas, maps, Portland--Vancouver, OR--WA CMSA (part), Portland, OR PMSA	000384812	27300686		Cartographic material	e	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/11:1990 CPH-3-266 A/MAPS	C 3.223/11:1990 CPH-3-266 A/MAPS		0156-K-37	0156-K-47		1992	93-0003-P.	FALSE							
General note	500	1990 census of population and housing, B, Population and housing characteristics for census tracts and block numbering areas, maps, Seattle--Tacoma, WA CMSA (part), Tacoma, WA PMSA	000384841	27302005		Cartographic material	e	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/11:1990 CPH-3-301 B/MAPS	C 3.223/11:1990 CPH-3-301 B/MAPS		0156-K-47			1992	93-0003-P.	FALSE							
General note	500	1990 census of population and housing, A, Population and housing characteristics for census tracts and block numbering areas, maps, Seattle--Tacoma, WA CMSA (part), Seattle, WA PMSA	000384934	27305828		Cartographic material	e	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/11:1990 CPH-3-301 A/MAPS	C 3.223/11:1990 CPH-3-301 A/MAPS		0156-K-47			1992	93-0003-P.	FALSE							
General note	500	1990 census of population and housing, Population and housing characteristics for census tracts and block numbering areas, maps, Bremerton, WA MSA	000386347	27409477		Cartographic material	e	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/11:1990 CPH-3-97/MAPS	C 3.223/11:1990 CPH-3-97/MAPS		0156-K-47			1992	93-0078-P.	FALSE							
General note	500	1990 census of population and housing, Population and housing characteristics for census tracts and block numbering areas, maps, Spokane, WA MSA	000386356	27410388		Cartographic material	e	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/11:1990 CPH-3-309/MAPS	C 3.223/11:1990 CPH-3-309/MAPS		0156-K-47			1992	93-0052-P.	FALSE							
General note	500	1990 census of population and housing, Population and housing characteristics for census tracts and block numbering areas, maps, Richland--Kennewick--Pasco, WA MSA	000386359	27410592		Cartographic material	e	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/11:1990 CPH-3-277/MAPS	C 3.223/11:1990 CPH-3-277/MAPS		0156-K-47			1992	93-0052-P.	FALSE							
General note	500	Issues in grading livestock and meats	000402249	28774880		Language material	a	Microfiche	b	Monograph/item	m	A			Department of Agriculture			A 93.2:G 75			0042-T (MF)			1961	93-0574-M.	FALSE							
General note	500	Wallowa & Grande Ronde rivers: final management plan/environmental assessment.	000421813	30879995		Language material	a	Microfiche	b	Monograph/item	m	I			Department of the Interior			I 1.98:W 15/5	I 1.98:W 15/5		0603-G (MF)			1994	94-0350-M.	FALSE							
General note	500	Areal extent of petroleum-related compounds from a gasoline and diesel-fuel leak in ground water at a site in Yakima, Washington, 1984-89	000446590	33062074		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:92-4017			0624-B			1995	95-0305-P.	FALSE							
General note	500	Do-it yourself vanpool guide	000457953	34765954		Language material	a	Microfiche	b	Monograph/item	m	TD			Department of Transportation			TD 1.20/10:95-15	TD 1.20/10:95-15		0982-I-15 (MF)			1995	96-0275-M.	FALSE							
General note	500	Disturbance and forest health in Oregon and Washington	000465977	36119471		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.88:PNW-GTR-381			0083-B-06			1996	1997-0078-P.	TRUE	681927787						
General note	500	Honor the gift of food: learn at home lessons	000499775	40736041		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.302:H 75			0486-I-02			1995-	99-0193-P.	FALSE							
General note	500	[Kaniksu National Forest and other adjacent forest areas], 1996: 7.5 minute series (topographic)	000509571	42060304		Cartographic material	e	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.81:K 13/996/47117-H 1			0619-M-47			1999-		FALSE							
General note; Added entry--corporate name	500; 710	Environmental dynamics of carbon-14 near a low-level radioactive waste burial ground	000521181	44000348		Language material	a	Microfiche	b	Monograph/item	m	Y			Congress			Y 3.N 88:25/6587	Y 3.N 88:25/6587		1051-H-11 (MF)			1999	99-0686-M.	FALSE							
General note	500	Ecological condition of upper Chehalis Basin streams: an Environmental Monitoring and Assessment Program (EMAP) report	000540612	48950893		Language material	a	Microfiche	b	Monograph/item	m	EP			Environmental Protection Agency			EP 1.2:C 33/5	EP 1.2:C 33/5		0431-I-01 (MF)			2001	2002-0137-M.	FALSE							
General note	500	Good practices: incorporating safety into resurfacing and restoration projects	000616076	244249792		Language material	a	Electronic	s	Monograph/item	m	TD			Department of Transportation			TD 2.30/13:07-001			0982-G-11 (online)			2006		FALSE		https://purl.fdlp.gov/GPO/LPS100434					
General note; Added entry--corporate name	500; 710	Contracting for a resource efficiency manager: a Federal Energy Management Program, Operations & Maintenance Center of Excellence guidebook.	000619625	56397724		Language material	a	Electronic	s	Monograph/item	m	E			Department of Energy			E 1.120:0299			0429-A-33 (online)			2004		FALSE		https://purl.fdlp.gov/GPO/LPS99210					
General note	500	Concentrations of dissolved oxygen in the lower Puyallup and White Rivers, Washington, August and September 2000 and 2001	000620182	50498212		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:02-4146			0624-B	0624-B (online)		2002	2002-0255-P.	FALSE		https://purl.fdlp.gov/GPO/LPS24005					
General note	500	Draft tank closure and waste management environmental impact statement for the Hanford Site, Richland, Washington	000654677	569384285		Language material	a	Electronic	s	Monograph/item	m	E			Department of Energy			E 1.20:0391/			0429-R (online)			2009		FALSE		https://purl.fdlp.gov/GPO/LPS120923					
General note	500	Draft tank closure and waste management environmental impact statement for the Hanford Site, Richland, Washington	000654681	461032371		Language material	a	No attempt to code	|	Monograph/item	m	E			Department of Energy			E 1.20:0391/						2009		FALSE							
General note	500	Discover ... the national forests of Washington	000695831			Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.2:W 27/2			0084			1970		FALSE							
General note; Added entry--corporate name	500; 710	Weed control in sugarbeets with cycloate: [with list of literature cited	000698755			Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 1.36:1436			0016			1971		FALSE							
General note	500	Responses and residues in sugarbeets, soybeans, and corn irrigated with 2, 4-D or silvex-treated water [with list of literature cited	000699342			Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 1.36:1476			0016			1973		FALSE							
General note; Added entry--corporate name	500; 710	Rust diseases of wheat	000703790			Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 1.76:334			0003			1967		FALSE							
General note	500	Some advances in veterinary medical research and regulatory programs	000705584			Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 77.10:C 56/20						1961		FALSE							
General note	500	Water quality study irrigation blocks 74 and 741, Quincy, Wash	000708845			Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.2:IR 7/20			0120			1975		FALSE							
General note; Added entry--corporate name	500; 710	Pierce County, Wash: [with list of literature cited]	000710507			Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:939/27			0102			1955		FALSE							
General note; Added entry--corporate name	500; 710	Skamania County, Wash: [with list of literature cited	000710636			Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:940/20			0102			1956		FALSE							
General note; Added entry--corporate name	500; 710	Yakima County, Wash.,: [with list of literature cited	000710873			Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:942/15			0102 (Rev. 1957)			1958		FALSE							
General note	500	Portable field cage for mass culturing aphid parasites	000712207			Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 77.15:33-113						1966		FALSE							
General note	500	Comparative efficiency of current methods and types of equipment used for receiving field boxes of apples at storage houses in Pacific Northwest area	000712903			Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 82.2:AP 5/2						1952		FALSE							
General note	500	Relation of Rhizobia to alfalfa sickness in eastern Washington	000715862			Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 77.15:41-117						1966		FALSE							
General note; Added entry--corporate name	500; 710	Soil survey, Snohomish County, Washington	000720021	41693934	70426943	Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 77.514:937/19			0143			1947		FALSE							
General note; Added entry--corporate name	500; 710	Soil survey Clallam County, Washington	000720593	13924408		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 77.514:938/30			0102			1951		FALSE							
General note; Added entry--corporate name	500; 710	Soil survey, King county, Washington: [with list of literature cited.	000720615	7603181	70446659	Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 77.514:938/31			0102			1952		FALSE							
General note	500	Water quality study irrigation blocks 74 and 741, Quincy, Wash.	000722221			Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.2:W 29/19						1975		FALSE							
General note	500	Contribution of farm cooperatives to agricultural wellbeing	000723947	979627170		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 89.10:K 72/3						1954		FALSE							
General note	500	Leafhopper transmission of western aster yellows agent to potato and carrot in eastern Washington	000756397			Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 77.15:W-13						1974		FALSE							
General note	500	Flow and retention of water in layered soils [with list of literature cited	000756713			Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 77.23:13			0025-D			1969		FALSE							
General note	500	Pollutional effects of pulp and paper mill wastes in Puget Sound: [with list of literature cited].	000761173			Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 67.2:P 96/2						1967		FALSE							
General note	500	Partial revision of the Oriental Isomyia of the Viridaurea group (Diptera: Calliphoridae)	000762241	262737		Language material	a	No attempt to code	|	Monograph/item	m	SI			Smithsonian Institution			SI 1.27:67			0910-D			1970		TRUE	463463666						
General note	500	Report of joint survey of Everett municipal water supply Everett, Wash	000780159			Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.2:EV 2						1967		FALSE							
General note; Added entry--corporate name	500; 710	investigation into motor carrier practices to achieve optimal commercial motor vehicle driver performance: phase I	000794789	740889570		Language material	a	Online	o	Monograph/item	m	TD			Department of Transportation			TD 2.302:M 85/FINAL			0689-A-02 (online)			2010		FALSE		https://purl.fdlp.gov/GPO/gpo9500			http://www.fmcsa.dot.gov/facts-research/research-technology/report/Restart-Phase-I.pdf		
General note; Added entry--corporate name	500; 710	Duration restart period needed to recycle with optimal performance: phase II	000795736	740864995		Language material	a	Online	o	Monograph/item	m	TD			Department of Transportation			TD 2.302:D 93			0689-A-02 (online)			2010		FALSE		https://purl.fdlp.gov/GPO/gpo9506			http://www.fmcsa.dot.gov/facts-research/research-technology/tech/Restart-Period-Phase-II.pdf		
General note	500	Washington, ... annual report, ASCS	000832545			Language material	a	No attempt to code	|	Serial	s	A			Department of Agriculture			A 82.1/2:						19uu		FALSE							
General note	500	Hydrology of 4 streams in western Washington as related to several Pacific salmon species [with list of references]	000845212			Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.2:W 27						1970		FALSE							
General note	500	Partial revision of the Oriental Isomyia of the Viridaurea group (Diptera: Calliphoridae)	000871773	463463666		Language material	a	Online	o	Monograph/item	m	SI			Smithsonian Institution			SI 1.27:67			0910-D (online)			1970		FALSE		https://purl.fdlp.gov/GPO/gpo23099			http://www.sil.si.edu/smithsoniancontributions/Zoology/pdf_hi/SCTZ-0067.pdf		
General note	500	Biomass production on the Olympic and Kitsap Peninsulas, Washington: updated logging residue ratios, slash pile volume-to-weight ratios, and supply curves for selected locations	000889297	828683027		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.88:PNW-GTR-872						2013		TRUE	904552279						
General note	500	Biomass production on the Olympic and Kitsap Peninsulas, Washington: updated logging residue ratios, slash pile volume-to-weight ratios, and supply curves for selected locations	000898933	904552279		Language material	a	Online	o	Monograph/item	m	A			Department of Agriculture			A 13.88:PNW-GTR-872			0083-B-06 (online)			2013		FALSE		https://purl.fdlp.gov/GPO/gpo53328			http://www.fs.fed.us/pnw/pubs/pnw_gtr872.pdf		
General note	500	Disturbance and forest health in Oregon and Washington	000922222	681927787	624403924	Language material	a	Online	o	Monograph/item	m	A			Department of Agriculture			A 13.88:PNW-GTR-381			0083-B-06 (online)			1996		FALSE		https://purl.fdlp.gov/GPO/gpo45298			http://www.fs.fed.us/pnw/publications/pnw_gtr381/		
General note	500	Preliminary characterization of nitrogen and phosphorus in groundwater discharging to Lake Spokane, northeastern Washington, using stable nitrogen isotopes of suspended sediment and color on ultraviolet spectrophotometric nitrate sensors	000986659	952703503		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.76:2016-1029			0624-H (online)			2016		FALSE		https://purl.fdlp.gov/GPO/gpo69506			http://pubs.usgs.gov/of/2016/1029/ofr20161029.pdf		
General note	500	Final tank closure and waste management environmental impact statement for the Hanford Site, Richland, Washington	000992851	957359510		Language material	a	Online	o	Monograph/item	m	E			Department of Energy			E 1.20:0391/FINAL/			0429-R-04 (online)			2012		FALSE		https://purl.fdlp.gov/GPO/gpo71784			http://energy.gov/nepa/downloads/eis-0391-final-environmental-impact-statement		
General note	500	Annual report to Congress on truth in lending for year 1973	000993009			Language material	a	No attempt to code	|	Monograph/item	m	FR			Federal Reserve System Board of Governors			FR 1.2:T 77/4						1974		FALSE							
General note	500	Development of process for producing ashless, low-sulfur fuel from coal: v.4, product studies, pt.2, annotated bibliography on mineral fiber production from coal minerals.	000995118			Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 63.10:53/INT.10			0606-C-02			1974		FALSE							
General note; Added entry--corporate name	500; 710	Taking action--how to be ready: what to do when flash flooding occurs	001014947	990465918		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.108:F 65/4			0275-E			2017?	2017-0270-P.	FALSE							
General note; Added entry--corporate name	500; 710	Flash floods after the fires	001015091	990533243		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.102:F 65/13			0275			2017?	2017-0270-P.	FALSE							
General note; Added entry--corporate name	500; 710	Mine roof reinforcement by specifically designed epoxy resin systems	001051365	976000		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 28.23:7907			0637-A			1974		FALSE							
General note; Added entry--corporate name	500; 710	Optimization of traffic data collection for specific pavement design applications	001062269	962335640		Language material	a	Online	o	Monograph/item	m	TD			Department of Transportation			TD 2.30:05-079			0982-G-11 (online)			May 2006		FALSE		https://purl.fdlp.gov/GPO/gpo93354			https://www.fhwa.dot.gov/publications/research/infrastructure/pavements/ltpp/05079/05079.pdf		
General note	500	Sediment transport by streams in the Chehalis River basin, Washington, October 1961 to September 1965	001065946	961365332		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.13:1798-H			0625 (online)			1971		FALSE		https://purl.fdlp.gov/GPO/gpo106854			http://pubs.er.usgs.gov/publication/wsp1798H		
General note	500	Sediment transport by streams in the Palouse River Basin, Washington and Idaho, July 1961-June 1965	001066153	961365494		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.13:1899-C			0625 (online)			1970		FALSE		https://purl.fdlp.gov/GPO/gpo106939			https://pubs.er.usgs.gov/publication/wsp1899C		
General note	500	Ground-water resources of Snohomish County, Washington	001067572	958902307		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.13:1135			0625 (online)			1952		FALSE		https://purl.fdlp.gov/GPO/gpo107668			https://pubs.er.usgs.gov/publication/wsp1135		
General note	500	Summary of records of surface waters of Washington, 1919-35	001080619	961276596		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.13:870			0625 (online)			1940		FALSE		https://purl.fdlp.gov/GPO/gpo109277			https://pubs.usgs.gov/wsp/0870/report.pdf		
General note; Added entry--corporate name	500; 710	Organization of vocational education	001083060	20400567		Language material	a	Microfiche	b	Monograph/item	m	ED			Department of Education			ED 1.310/2:215119						1981		FALSE							
General note	500	Sexual exploitation: what parents of handicapped persons should know.	001084289	11559494		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:258-408	ED 1.310/2:258408		466-A-3 (microfiche)			1983		FALSE							
General note	500	Magnitude and frequency of floods in the United States, Part 12, Pacific Slope basins in Washington and Upper Columbia River basin	001086549	963229536		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.13:1687			0625 (online)			1964		FALSE		https://purl.fdlp.gov/GPO/gpo111989			http://pubs.er.usgs.gov/publication/wsp1687		
General note; Added entry--corporate name	500; 710	Estuarine studies in upper Grays Harbor, Washington	001086609	963246487		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.13:1873-B			0625 (online)			1969		FALSE		https://purl.fdlp.gov/GPO/gpo112001			https://pubs.usgs.gov/wsp/1873b/report.pdf		
General note	500	Hydrology of four streams in western Washington as related to several Pacific salmon species	001087442	963246744		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.13:1968			0625 (online)			1972		FALSE		https://purl.fdlp.gov/GPO/gpo112397			https://pubs.usgs.gov/wsp/1968/report.pdf		
General note	500	Water-table fluctuations in the Spokane Valley and contiguous area, Washington-Idaho	001089633	958903008		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.13:889-B			0625 (online)			1944		FALSE		https://purl.fdlp.gov/GPO/gpo113790			https://pubs.usgs.gov/wsp/0889b/report.pdf		
General note	500	Short-term occupancy and abundance dynamics of the Oregon spotted frog (Rana pretiosa) across its core range	001094364	903913887		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.76:2014-1230			0624-H (online)			2014		FALSE		https://purl.fdlp.gov/GPO/gpo117275			http://pubs.usgs.gov/of/2014/1230/pdf/ofr2014-1230.pdf		
General note	500	Summary of hydrometric data in Washington, 1878-1919	001094862	961268113		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.13:492			0625 (online)			1923		FALSE		https://purl.fdlp.gov/GPO/gpo117445			http://pubs.er.usgs.gov/publication/wsp492		
General note	500	Water powers of the Cascade range, Part III, Yakima river basin	001094864	958982557	958983950	Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.13:369			0625 (online)			1916		FALSE		https://purl.fdlp.gov/GPO/gpo117449			http://pubs.er.usgs.gov/publication/wsp369		
General note	500	Water powers of the Cascade range, Part II, Cowlitz, Nisqually, Puyallup, White, Green, and Cedar drainage basins	001094866	958982528	958983922	Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.13:313			0625 (online)			1913		FALSE		https://purl.fdlp.gov/GPO/gpo117451			http://pubs.er.usgs.gov/publication/wsp313		
General note	500	Water powers of the Cascade range, Part IV, Wenatchee and Entiat basins	001094868	958981270	958983829	Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.13:486			0625 (online)			1922		FALSE		https://purl.fdlp.gov/GPO/gpo117452			http://pubs.er.usgs.gov/publication/wsp486		
General note	500	Sediment transport by streams in the Walla Walla River Basin, Washington and Oregon, July 1962-June 1965	001111942	961365450		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.13:1868			0625 (online)			1969		FALSE		https://purl.fdlp.gov/GPO/gpo129787			https://pubs.er.usgs.gov/publication/wsp1868		
General note	500	Hydrogeology and simulation of flow and the effects of development alternatives on the basalt aquifers of the Horse Heaven Hills, south-central Washington	001125355	682143388	622078734; 667887922	Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4:94-4068			0624-B-05 (online)			1996		FALSE		https://purl.fdlp.gov/GPO/gpo139296			https://pubs.er.usgs.gov/publication/wri944068		
General note	500	Ground-water system and ground-water quality in western Snohomish County, Washington	001125828	680287430	622086942; 667940057	Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4:96-4312			0624-B-05 (online)			1997		FALSE		https://purl.fdlp.gov/GPO/gpo140319			https://pubs.er.usgs.gov/publication/wri964312		
General note	500	Hydrogeologic assessment of the Sequim-Dungeness area, Clallam County, Washington	001127249	963252102		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4:99-4048			0624-B-05 (online)			1999		FALSE		https://purl.fdlp.gov/GPO/gpo141066			https://pubs.usgs.gov/wri/1999/4048/report.pdf		
General note	500	Equations for estimating fish passage design flows at ungaged streams in eastern Washington	001127277	966434593		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4:99-4186			0624-B-05 (online)			1999		FALSE		https://purl.fdlp.gov/GPO/gpo141115			https://pubs.usgs.gov/wri/1999/4186/report.pdf		
General note; Added entry--corporate name	500; 710	Geohydrology and numerical model analysis of ground-water flow in the Pullman-Moscow area, Washington and Idaho	001137160	682107666	622029347; 667850533; 974646692; 1153330139	Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4:89-4103			0624-B-05 (online)			1990		FALSE		https://purl.fdlp.gov/GPO/gpo151055			https://pubs.usgs.gov/wri/1989/4103/report.pdf		
General note	500	Numerical simulation of the groundwater-flow system in tributary subbasins and vicinity, lower Skagit River Basin, Skagit and Snohomish Counties, Washington	001167086	1285001502		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4-4:2010-5184			0624-B-02 (online)			2011		FALSE		https://purl.fdlp.gov/GPO/gpo171556			https://pubs.usgs.gov/sir/2010/5184/pdf/sir20105184.pdf		
General note	500	River-aquifer exchanges in the Yakima River Basin, Washington	001167694	1286065687		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4-4:2011-5026			0624-B-02 (online)			2011		FALSE		https://purl.fdlp.gov/GPO/gpo172030			https://pubs.usgs.gov/sir/2011/5026/pdf/sir20115026.pdf		
General note	500	Estimation of total nitrogen and total phosphorus in streams of the middle Columbia River Basin (Oregon, Washington, and Idaho) using SPARROW models, with emphasis on the Yakima River Basin, Washington	001167711	903558621		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4-4:2013-5199			0624-B-02 (online)			2013		FALSE		https://purl.fdlp.gov/GPO/gpo157259			http://pubs.er.usgs.gov/publication/sir20135199		
General note	500	Hydrogeologic framework of the Johns Creek subbasin and vicinity, Mason County, Washington	001171020	1292692762		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4-4:2011-5168			0624-B-02 (online)			2011		FALSE		https://purl.fdlp.gov/GPO/gpo174037			https://pubs.usgs.gov/sir/2011/5168/		
General note	500	Movement and habitat use of Chinook salmon smolts, northern pikeminnow, and smallmouth bass near the SR 520 bridge: 2008 acoustic tracking study	001171660	1293972573		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 49.2:H 11/13			0612 (online)			2011		FALSE		https://purl.fdlp.gov/GPO/gpo172867			https://www.fws.gov/wafwo/pdf/Celedonia_2011_Movement%20and%20Habitat%20Use%20of%20CK%20Salmon%20Smolts-N%20Pikeminnow-SM%20Bass%20Near%20the%20SR520%20Bridge2008FINAL.pdf		
General note	500	Simulation of groundwater and surface-water resources and evaluation of water-management alternatives for the Chamokane Creek Basin, Stevens County, Washington	001178218	1313944648		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4-4:2012-5224			0624-B-02 (online)			2012		FALSE		https://purl.fdlp.gov/GPO/gpo177668			https://pubs.usgs.gov/sir/2012/5224/pdf/sir20125224.pdf		
General note	500	Determination of upstream boundaries on western Washington streams and rivers under the requirements of the Shoreline Management Act of 1971	001179714	681285053		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4:96-4208			0624-B-05 (online)			1998		FALSE		https://purl.fdlp.gov/GPO/gpo140309			https://pubs.er.usgs.gov/publication/wri964208		
General note	500	Pesticides detected in urban streams during rainstorms in King and Snohomish Counties, Washington, 1998	001179722	680413060	622094546; 667892888; 985367393; 1153330413	Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4:00-4098			0624-B-05 (online)			2000		FALSE		https://purl.fdlp.gov/GPO/gpo182658			https://pubs.usgs.gov/wri/2000/4098/report.pdf		
General note	500	Occurrence of ground water and potential for seawater intrusion, Island County, Washington	001179837	966641133		Cartographic material	e	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4:85-4046			0624-B (online)			1986		FALSE		https://purl.fdlp.gov/GPO/gpo182725			http://pubs.er.usgs.gov/publication/wri854046		
General note	500	Numerical simulation of the groundwater-flow system in Chimacum Creek Basin and vicinity, Jefferson County, Washington	001192444	1334012047		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4-4:2013-5160			0624-B-02 (online)			2013		FALSE		https://purl.fdlp.gov/GPO/gpo183739			https://pubs.usgs.gov/sir/2013/5160/pdf/sir20135160.pdf		
General note	500	Approaches for evaluating the effects of bivalve filter feeding on nutrient dynamics in Puget Sound, Washington	001194313	1338692207		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4-4:2013-5237			0624-B-02 (online)			2014		FALSE		https://purl.fdlp.gov/GPO/gpo184981			https://pubs.usgs.gov/sir/2013/5237/pdf/sir20135237.pdf		
General note	500	Areal extent of petroleum-related compounds from a gasoline and diesel-fuel leak in ground water at a site in Yakima, Washington, 1984-89	001194569	679039814		Language material	a	Online	o	Monograph/item	m										0624-B-05 (online)			1995		FALSE		https://purl.fdlp.gov/GPO/gpo185516			https://pubs.er.usgs.gov/publication/wri924017		
General note	500	Quantifying benthic nitrogen fluxes in Puget Sound, Washington: a review of available data	001194977	1341298105		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4-4:2014-5033			0624-B-02 (online)			2014		FALSE		https://purl.fdlp.gov/GPO/gpo185591			https://pubs.usgs.gov/sir/2014/5033/pdf/sir20145033.pdf		
