MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Title statement	245	Seniors' views of the Food Stamp Program and ways to improve participation: focus group findings in Washington State : final report	000766136	53285259		Language material	a	Online	o	Monograph/item	m	A			Department of Agriculture			A 93.61/5:02-012			0042-T-28 (online)			2002		FALSE		https://purl.fdlp.gov/GPO/gpo15004			http://www.ers.usda.gov/publications/efan02012/efan02012.pdf		
Title statement	245	Summary of investigations in Sauk River reservoir site, Washington [State]	000773223			Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.2:SA 8						1939		FALSE							
Title statement	245	Proposed streamflow-data program for Washington State [with list of references	000782243			Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.59:W 27						1971		FALSE							
General note; Title statement	500; 245	Stream temperatures in Washington State [with list of references]	000786054			Cartographic material	e	No data		Monograph/item	m	I			Department of the Interior			I 19.5/4:385						1973		FALSE							
Title statement	245	Decisions under hours of service act, no. 2635, United States v. Northern Pacific Railway Company, in district court for Western District of Washington, [statement of case and instructions to jury], decided Feb. 13, 1914	000791322			Language material	a	No attempt to code	|	Monograph/item	m	IC			Interstate Commerce Commission			IC 1 HOU.7:N 814/2						1914		FALSE							
Title statement	245	International banking in relation to balance of payments and to international liquidity: remarks by Frederck L. Deming, Under Secretary of Treasury for Monetary Affairs, at annual convention of Washington State Bankers' Association, Takoma [i.e. Tacoma], Wash., June 22, 1965.	000792663			Language material	a	No attempt to code	|	Monograph/item	m	T			Department of the Treasury			T 1.31:D 39/6						1965		FALSE							
Title statement	245	Transcript of [Joint Federal-Washington State Pollution Control Conference] in matter of pollution of interstate waters, Puget Sound, Strait of Juan de Fuca, and their tributaries and estuaries, State of Washington	000798036			Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.2:P 96/2/			0485			1962-		FALSE							
Title statement	245	Minimum-wage law of Washington State	000814027			Language material	a	No attempt to code	|	Monograph/item	m	L			Department of Labor			L 2.6/A:M 664/5						1937		FALSE							
Title statement	245	Minimum-wage law of Washington State held constitutional	000814029			Language material	a	No attempt to code	|	Monograph/item	m	L			Department of Labor			L 2.6/A:M 664/6						1937		FALSE							
Title statement	245	Earnings progression among workforce development participants: evidence from Washington state	000820354	732845936		Language material	a	Online	o	Monograph/item	m	L			Department of Labor			L 37.27:2011-11			0780-A-16 (online)			2011?		FALSE		https://purl.fdlp.gov/GPO/gpo8948			http://wdr.doleta.gov/research/FullText_Documents/ETAOP_2011-11.pdf		
Title statement	245	Basalt alteration and basalt-waste interaction in the Pasco Basin of Washington State	000857124	980066921		Language material	a	No attempt to code	|	Monograph/item	m	E			Department of Energy			E 1.28:LBL-8532						1978		FALSE							
Title statement; Name of publisher, distributor, etc.	245; 260/264$b	Washington State ... annual report	000857384	764681874		Language material	a	No attempt to code	|	Serial	s	A			Department of Agriculture			A 114.1/47:						200u		TRUE	122389996						
Title statement	245	Effects of climate change on marine and coastal ecosystems in Washington State: field hearing before the Subcommittee on Oceans, Atmosphere, Fisheries, and Coast Guard of the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Tenth Congress, second session, May 27, 2008.	000876058	804879895		Language material	a	Online	o	Monograph/item	m	Y			Congress			Y 4.C 73/7:S.HRG.110-1152			1041-C (online)			2012		FALSE		https://purl.fdlp.gov/GPO/gpo26341			http://www.gpo.gov/fdsys/pkg/CHRG-110shrg75204/pdf/CHRG-110shrg75204.pdf		
Title statement	245	Effects of climate change on marine and coastal ecosystems in Washington State: field hearing before the Subcommittee on Oceans, Atmosphere, Fisheries, and Coast Guard of the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Tenth Congress, second session, May 27, 2008.	000876059	802345583		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.C 73/7:S.HRG.110-1152			1041-A			2012	2012-0415-P.	TRUE	804879895						
Title statement	245	Effects of climate change on marine and coastal ecosystems in Washington State: field hearing before the Subcommittee on Oceans, Atmosphere, Fisheries, and Coast Guard of the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Tenth Congress, second session, May 27, 2008.	000882269	815632654		Language material	a	Microfiche	b	Monograph/item	m	Y			Congress			Y 4.C 73/7:S.HRG.110-1152			1041-B (MF)			2012	2012-0396-M.	TRUE	804879895						
Title statement	245	Scientific summary of ocean acidification in Washington State marine waters: Washington shellfish initiative Blue Ribbon panel on ocean acidification.	000887218			Language material	a	Regular print reproduction	r	Monograph/item	m	C			Department of Commerce			C 55.2:						2012		FALSE							
Title statement	245	Changes in land use and housing on resource lands in Washington state, 1976-2006	000893689	841249414		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.88:PNW-GTR-881						2013		TRUE	844059941						
Title statement	245	Changes in land use and housing on resource lands in Washington state, 1976-2006	000899049	844059941		Language material	a	Online	o	Monograph/item	m	A			Department of Agriculture			A 13.88:PNW-GTR-881			0083-B-06 (online)			2013		FALSE		https://purl.fdlp.gov/GPO/gpo36765			http://www.fs.fed.us/pnw/pubs/pnw_gtr881.pdf		
Title statement	245	County portraits of Washington state	000922341	873849288		Language material	a	Online	o	Monograph/item	m	A			Department of Agriculture			A 13.88:PNW-GTR-400			0083-B-06 (online)			1997		FALSE		https://purl.fdlp.gov/GPO/gpo45332			http://www.fs.fed.us/pnw/publications/pnw_gtr400/		
Title statement	245	Alpine Northwest, even as the snow begin to melt, Washington State's mountains burst with an abundance and variety of wildflowers, mammals, and birds, visit Olympic, Mount Rainier, and North Cascades National Parks	000928299			Two-dimensional nonprojectable graphic	k	No data		Monograph/item	m	I			Department of the Interior			I 29.20:AL 7			0646-S (online)			2009		FALSE		https://purl.fdlp.gov/GPO/gpo43417			https://digital.lib.uiowa.edu/u?/gpc,1225		
Title statement	245	Alpine Northwest, even as the snow begin to melt, Washington State's mountains burst with an abundance and variety of wildflowers, mammals, and birds, visit Olympic, Mount Rainier, and North Cascades National Parks	000931642	19993011		Two-dimensional nonprojectable graphic	k	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.20:AL 7			0646-S			1988	1989-127-P.	FALSE							
Title statement	245	Ground-water quality data from the Abbotsford-Sumas aquifer of southwestern British Columbia and northwestern Washington State, February 1997	000942930	903593420		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.76:99-244			0624-H (online)			1999		FALSE		https://purl.fdlp.gov/GPO/gpo55340			http://pubs.usgs.gov/of/1999/0244/report.pdf		
Title statement	245	Proposed land and resource management plan, Colville National Forest: Stevens, Ferry, and Pend Oreille Counties of Washington State.	000977222	947861152		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.92/2:C 72/9						2016		FALSE							
Title statement	245	Washington [state], Chicago, Ill., standpoint	000978331			Language material	a	No attempt to code	|	Monograph/item	m	P			United States Postal Service			P 10.8:W 27						1899		FALSE							
Title statement	245	Proposed land and resource management plan, Colville National Forest: Stevens, Ferry, and Pend Oreille Counties of Washington State.	000979236	947866578		Language material	a	Online	o	Monograph/item	m	A			Department of Agriculture			A 13.92/2:C 72/9			0080-F-03 (online)			2016		FALSE		https://purl.fdlp.gov/GPO/gpo67405			http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd490078.pdf		
Title statement; Varying form of title	245; 246	Field hearing on efforts to prevent and address child sex trafficking in Washington State: hearing before the Subcommittee on Human Resources of the Committee on Ways and Means, U.S. House of Representatives, One Hundred Thirteenth Congress, second session, February 19, 2014.	000988942	953835988		Language material	a	Online	o	Monograph/item	m	Y			Congress			Y 4.W 36:113-HR 10			1028-C (online)			2016		FALSE		https://purl.fdlp.gov/GPO/gpo70373			https://www.gpo.gov/fdsys/pkg/CHRG-113hhrg94401/pdf/CHRG-113hhrg94401.pdf		
Title statement; Varying form of title	245; 246	Field hearing on efforts to prevent and address child sex trafficking in Washington State: hearing before the Subcommittee on Human Resources of the Committee on Ways and Means, U.S. House of Representatives, One Hundred Thirteenth Congress, second session, February 19, 2014.	000990043	954482935		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 4.W 36:113-HR 10			1028-A			2016	2016-0349-P.	TRUE	953835988						
Title statement; Varying form of title	245; 246	Field hearing on efforts to prevent and address child sex trafficking in Washington State: hearing before the Subcommittee on Human Resources of the Committee on Ways and Means, U.S. House of Representatives, One Hundred Thirteenth Congress, second session, February 19, 2014.	001008624	970659471		Language material	a	Microfiche	b	Monograph/item	m	Y			Congress			Y 4.W 36:113-HR 10			1028-B (MF)			2016	2016-0284-M.	TRUE	953835988						
Title statement	245	Performance characteristics of three Washington State College neon obstruction lights	001076982	959983033		Language material	a	Online	o	Monograph/item	m	C			Department of Commerce			C 13.38:4441						1955		FALSE		https://purl.fdlp.gov/GPO/gpo101853			https://dx.doi.org/10.6028/NBS.RPT.4441	https://www.govinfo.gov/content/pkg/GOVPUB-C13-af4c740840698e5ca4d59e84cd067200/pdf/GOVPUB-C13-af4c740840698e5ca4d59e84cd067200.pdf	
Title statement	245	Okanogan Country: [Washington State]	001089078	1076490832		Cartographic material	e	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.28:OK 1/11/2018			0080-G			2018	2019-0030-P.	FALSE							
Title statement	245	Environmental assessment: Rangeland Grasshopper and Mormon Cricket Suppression Program: Adams, Asotin, Benton, Chelan, Columbia, Douglas, Ferry, Franklin, Garfield, Grant, Kittitas, Klickitat, Lincoln, Okanogan, Pend Oreille, Spokane, Stevens, Walla Walla, Whitman and Yakima Counties, Washington State	001100981	1146546519		Language material	a	Online	o	Monograph/item	m	A			Department of Agriculture			A 101.2:G 76/32			0030-A-05 (online)			2018		FALSE		https://purl.fdlp.gov/GPO/gpo134005			https://www.aphis.usda.gov/plant_health/ea/downloads/2018/wa-18-01.pdf		
Title statement	245	Resiliency assessment: Washington State transportation systems	001107533	1122565868		Language material	a	Online	o	Monograph/item	m	HS			Department of Homeland Security			HS 1.2:R 31/4			0520-B (online)			2019		FALSE		https://purl.fdlp.gov/GPO/gpo126643			https://mil.wa.gov/asset/5d8ba2a03a1b7		
Title statement	245	Naturally occurring uranium in groundwater in northeastern Washington State	001111934	1132229825		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.127:2019-3069						2019		TRUE	1134442995						
Title statement	245	Naturally occurring uranium in groundwater in northeastern Washington State	001111936	1134442995		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.127:2019-3069			0621-L (online)			2019		FALSE		https://purl.fdlp.gov/GPO/gpo129859			https://pubs.usgs.gov/fs/2019/3069/fs20193069.pdf		
Title statement	245	Washington State Self-Employment and Enterprise Development (SEED) demonstration: summary of pilot study experiences and recommendations	001115615	1142101695		Language material	a	No attempt to code	|	Monograph/item	m	L			Department of Labor			L 37.2:W 27						1989		FALSE							
General note; Title statement	500; 245	Ground-water levels in the Columbia River basalt and overlying materials, Spring 1983, southeastern Washington state	001122266	966641151		Cartographic material	e	Online	o	Monograph/item	m	I			Department of the Interior			I 19.42/4:84-4360			0624-B-05 (online)			1985		FALSE		https://purl.fdlp.gov/GPO/gpo138587			http://pubs.er.usgs.gov/publication/wri844360		
General note; Title statement	500; 245	Evaluation of the Washington State Department of Transportation stormwater monitoring and effectiveness program for 2014-19	001135629	1232174971		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 19.76:2020-1079			0624-H (online)			2020		FALSE		https://purl.fdlp.gov/GPO/gpo150215			https://pubs.usgs.gov/of/2020/1079/ofr20201079.pdf		
General note; Title statement; Added entry--corporate name	500; 245; 710	Great Washington State birding trail, Olympic loop	001159871	1259448843	1267662921; 1267664862; 1267665192; 1267666830; 1267668645; 1267668716; 1267669192; 1267670917; 1267671443; 1267676005; 1267676944; 1267677725	Cartographic material	e	Online	o	Monograph/item	m	A			Department of Agriculture			A 13.28:OL 9/11/DRAFT			0080-G (online)			2006		FALSE		https://purl.fdlp.gov/GPO/gpo158756			https://www.fs.usda.gov/detail/olympic/learning/?cid=fsbdev3_049540		
Title statement	245	Washington state services for children with deaf-blindness: final project report, October 1, 1992-September 30, 1995	001174547	56545321		Language material	a	Microfiche	b	Monograph/item	m	ED			Department of Education			ED 1.310/2:391273			0446-A-03 (MF)			1995		TRUE	1303623667						
Title statement	245	Washington state services for children with deaf-blindness: final project report, October 1, 1992-September 30, 1995	001174603	1303623667		Language material	a	Online	o	Monograph/item	m	ED			Department of Education			ED 1.310/2:391273			0446-A-03 (online)			1995		FALSE		https://purl.fdlp.gov/GPO/gpo176127			https://eric.ed.gov/?id=ED391273		
Title statement	245	Complementary social vulnerability assessment to support sea level rise planning in the Puget Sound Region of Washington State	001181415	1330441341		Language material	a	Online	o	Monograph/item	m	C			Department of Commerce			C 55.13/2:NOS NCCOS 302			0208-C-18 (online)			2022		FALSE		https://purl.fdlp.gov/GPO/gpo183490			https://repository.library.noaa.gov/view/noaa/37524		
Title statement	245	Permitting free entry of articles imported from foreign countries for the purpose of exhibition at the Washington State-Far East International Trade Fair, Seattle, Wash. May 1, 1952. -- Ordered to be printed	001190821	1062846086		Language material	a	Online	o	Monograph/item	m	Y			Congress			Y 1.1/2:11567	82-2:S.RP.1497					1952		FALSE		https://purl.fdlp.gov/GPO/gpo204562			https://www.govinfo.gov/content/pkg/SERIALSET-11567_00_00-146-1497-0000/pdf/SERIALSET-11567_00_00-146-1497-0000.pdf		
Title statement	245	Permitting free entry of articles imported from foreign countries for the purpose of exhibition at the Washington State-Far East International Trade Fair, Seattle, Wash. April 25, 1952. -- Committed to the Committee of the Whole House on the State of the Union and ordered to be printed	001191483	1065039394		Language material	a	Online	o	Monograph/item	m	Y			Congress			Y 1.1/2:11576	82-2:H.RP.1810					1952		FALSE		https://purl.fdlp.gov/GPO/gpo205222			https://www.govinfo.gov/content/pkg/SERIALSET-11576_00_00-275-1810-0000/pdf/SERIALSET-11576_00_00-275-1810-0000.pdf		
Title statement	245	Report of the proceedings of the thirty-sixth meeting of the Convention of American instructors of the Deaf. Washington State School for the Deaf Vancouver, Washington. Convention theme "Toward a new understanding of the deaf child." June 28-July 3, 1953. February 19 (legislative day, February 8), 1	001199537	1062881013		Language material	a	Online	o	Monograph/item	m	Y			Congress			Y 1.1/2:11754	83-2:S.DOC.103					1954		FALSE		https://purl.fdlp.gov/GPO/gpo210166			https://www.govinfo.gov/content/pkg/SERIALSET-11754_00_00-002-0103-0000/pdf/SERIALSET-11754_00_00-002-0103-0000.pdf		
Title statement	245	Washington State wilderness act of 1984. May 18 (legislative day, May 14), 1984. -- Ordered to be printed	001205401	1051664388		Language material	a	Online	o	Monograph/item	m	Y			Congress			Y 1.1/2:13558	Y 1.1/5:461					1984		FALSE		https://purl.fdlp.gov/GPO/gpo211391			https://www.govinfo.gov/content/pkg/SERIALSET-13558_00_00-062-0461-0000/pdf/SERIALSET-13558_00_00-062-0461-0000.pdf		
Title statement	245	Vegetation loss measurements at 9.6, 28.8, 57.6, and 96.1 GHz through a conifer orchard in Washington State	001232209	26557676	1225705937	Language material	a	Microfiche	b	Monograph/item	m	C			Department of Commerce			C 60.10:89-251			0126-D-03 (MF)			1989		FALSE							
Varying form of title	246	Mineral industry of Washington	000969995			Language material	a	No attempt to code	|	Serial	s	I			Department of the Interior			I 28.37/A 2:W 27/						1952		FALSE							
Varying form of title	246	Environmental report: proposed underground coal gasification ...	001063540	1043669764		Language material	a	No attempt to code	|	Monograph/item	m	E			Department of Energy			E 1.28:UCID-18648						between 1900 and 1999?		FALSE							
Name of publisher, distributor, etc.	260/264$b	Marine mammal-- fisheries interactions on the Columbia River and adjacent waters, 1980: annual report, March 1, 1980 to October 31, 1980	000141521	8686661		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.302:C 72/2/DRAFT						1980		FALSE							
Added entry--corporate name; Name of publisher, distributor, etc.	710; 260/264$b	Fracto-emission from graphite/epoxy composites	000217476	12269427		Language material	a	Microfiche	b	Monograph/item	m	NAS			National Aeronautics and Space Administration			NAS 1.26:173845	NAS 1.26:173845		830-H-14 (microfiche)			1984		FALSE							
Added entry--corporate name; Name of publisher, distributor, etc.	710; 260/264$b	Avoiding drug residues in cull dairy cows	000233848	13204456		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 1.2:D 84	A 1.2:D 84		10			1985	86-96-P.	FALSE							
Name of publisher, distributor, etc.	260/264$b	Barriers to rural adult education: a survey of seven northwest states	000288239	18922349		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:275462	ED 1.310/2:275462		466-A-3 (microfiche)			1986		FALSE							
Name of publisher, distributor, etc.	260/264$b	Oregon Trail histories	000419023	30620107		Language material	a	Microfiche	b	Monograph/item	m	I			Department of the Interior			I 53.22/10:9	I 53.22/10:9		0629-E (MF)			1993	94-0288-M.	FALSE							
Name of publisher, distributor, etc.	260/264$b	Bureau of Land Management recreation sites, 2003	000551781	52210237		Cartographic material	e	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.11:OR 3/4/2003			0629-B			2003	2003-0166-P.	FALSE							
Name of publisher, distributor, etc.	260/264$b	Vehicle volume distributions by classification	000614516	230826631		Language material	a	Electronic	s	Monograph/item	m	TD			Department of Transportation			TD 2.30/5:97-025			0982-G-21 (online)			1997		FALSE		https://purl.fdlp.gov/GPO/LPS95114					
Name of publisher, distributor, etc.	260/264$b	Oregon recreation sites	000960089	923029710		Cartographic material	e	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.11:OR 3/4/2010			0629-B			2010	2016-0008-P.	FALSE							
Added entry--corporate name; Name of publisher, distributor, etc.	710; 260/264$b	Bait and capture: holding on to molecules of interest	001064720	1035552049	1035213542	Language material	a	Online	o	Monograph/item	m	J			Department of Justice			J 28.2:B 16			0718-A (online)			2015		FALSE		https://purl.fdlp.gov/GPO/gpo106235			https://www.ncjrs.gov/pdffiles1/nij/grants/251646.pdf		
Name of publisher, distributor, etc.	260/264$b	Oregon greater sage-grouse approved resource management plan amendment: attachment 3 : from the USDI 2015 record of decision and approved resource management plan amendments for the Great Basin region including the greater sage-grouse sub-regions of : Idaho and southwestern Montana, Nevada and northeastern California, Oregon, and Utah	001175658	1306070166		Language material	a	Online	o	Monograph/item	m	I			Department of the Interior			I 53.2:G 91/2			0631 (online)			2015		FALSE		https://purl.fdlp.gov/GPO/gpo176440			https://eplanning.blm.gov/public_projects/lup/103348/143725/176961/OR_GRSG_ROD-ARMPA.pdf		
Name of publisher, distributor, etc.	260/264$b	Oregon greater sage-grouse approved resource management plan amendment: attachment 3 : from the USDI 2015 record of decision and approved resource management plan amendments for the Great Basin region including the greater sage-grouse sub-regions of : Idaho and southwestern Montana, Nevada and northeastern California, Oregon, and Utah	001175660	1128832818		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 53.2:G 91/2						2015		TRUE	1306070166						
General note	500	Soil survey of Yakima Indian Reservation irrigated area, Washington, part of Yakima County	000004620	2151933		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:Y 1/2	A 57.38:Y 1/2					1976		TRUE	789660069						
General note; Added entry--corporate name	500; 710	Phosphate reduction and response of plankton populations in Kootenay Lake	000006538	2377003	1225684688	Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23:600/3-76-063			0431-I-11			1976		FALSE							
General note	500	Photo series for quantifying forest residues in the coastal Douglas-fir--hemlock type, coastal Douglas-fir--hardwood type	000009043	2534415		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.88:PNW-51	A 13.88:PNW-51					1976		FALSE							
General note	500	Photo series for quantifying forest residues in the ponderosa pine type, ponderosa pine and associated species type, lodgepole pine type	000009044	2534430		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.88:PNW-52	A 13.88:PNW-52					1976		FALSE							
General note; Added entry--corporate name	500; 710	Nitrogen and irrigation management to reduce return-flow pollution in the Columbia Basin	000011733	2588862	1225769606; 1263986793	Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23/2:600/2-76-158			0431-I-12			1976		FALSE							
General note; Added entry--corporate name	500; 710	Effects of pollutants on submarine plant synecology	000023406	3122526	1225691646	Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 1.23:600/3-77-020			0431-I-11			1977		FALSE							
General note	500	Guides for variable plot cruising in Region 6	000024414	3232197		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.36/2:V 42/REG.6	A 13.36/2:V 42/REG.6					1958		FALSE							
General note	500	Mortality experience of the AFL-CIO United Brotherhood of Carpenters and Joiners of America, 1969-1970 and 1972-1973	000048143	3977963		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.7111/2:M 84	HE 20.7111/2:M 84		499-F-6			1978		FALSE							
General note	500	Special adjudication for enforcement (SAFE)	000051238	4206253		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 8.2:AD 4/3	TD 8.2:AD 4/3					1976		FALSE							
General note	500	Legal status of homemakers in Washington	000075342	3868247		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.W 84:9/48	Y 3.W 84:9/48		1089			1977		FALSE							
General note	500	Soil survey of Whitman County, Washington	000093410	6346099		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:W 59	A 57.38:W 59		102-B-48			1980		FALSE							
General note; Added entry--corporate name	500; 710	Soil survey of Kitsap County area, Washington	000102611	6746113		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:K 64	A 57.38:K 64		102-B-48			1980		FALSE							
General note; Added entry--corporate name	500; 710	Comparison of coal-fired power systems in waste heat applications in Tacoma, Washington	000103435	6017180		Language material	a	No attempt to code	|	Monograph/item	m	E			Department of Energy			E 1.28:TID-29379	E 1.28:TID-29379		429-T-4 (microfiche)			1979		FALSE							
General note; Added entry--corporate name	500; 710	Philadelphia oxidant enhancement study, hydrocarbon analysis / by H. Westberg and P. Sweany ; prepared for U.S. Environmental Protection Agency, Office of Air, Noise, and Radiation, Office of Air Quality Planning and Standards	000129179	8231066		Language material	a	No attempt to code	|	Monograph/item	m	EP			Environmental Protection Agency			EP 4.2:P 53	EP 4.2:P 53					1980		FALSE							
General note; Added entry--corporate name	500; 710	Soil survey of Douglas County, Washington	000131511	8159338		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:D 74/7	A 57.38:D 74/7		102-B-48			1981		FALSE							
General note; Added entry--corporate name	500; 710	Soil survey of Lincoln County, Washington	000131522	8159344		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:L 63/5	A 57.38:L 63/5		102-B-48			1981		FALSE							
General note; Added entry--corporate name	500; 710	Linear expansion design theory for COM-PLY panels	000143712	7806628		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.78:SE-224	A 13.78:SE-224		83-B (microfiche)			1981		FALSE							
General note; Added entry--corporate name	500; 710	Tacoma, the Union Depot District: Tacoma, Washington, 1979 rehabilitation study.	000144824	8162015		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 29.2:T 11	I 29.2:T 11					1981		FALSE							
General note	500	Common carrier obligations and the provision of motor carrier service to small rural communities	000145150	5331536		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 1.20/7:50/79/27	TD 1.20/7:50/79/27		982-I-13 (microfiche)			1979		FALSE							
General note	500	Draft environmental statement related to the construction of Skagit/Hanford Nuclear Project, Units 1 and 2, docket nos. STN 50-522 and STN 50-523: Puget Sound Power & Light Company, Pacific Power and Light Company, the Washington Water Power Company, Portland General Electric Company.	000147784	8899862		Language material	a	No attempt to code	|	Monograph/item	m	Y			Congress			Y 3.N 88:10/0894	Y 3.N 88:10/0894		1051-H-2 (microfiche)			1982		FALSE							
General note; Added entry--corporate name	500; 710	Habitat type classification for managing western watersheds	000154579	9138258		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.65/2:H 11	A 13.65/2:H 11		84 (microfiche)			1981		FALSE							
General note; Added entry--corporate name	500; 710	Soil survey of Stevens County, Washington	000158802	8911451		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38:ST 4/6	A 57.38:ST 4/6		102-B-47			1982		FALSE							
General note; Added entry--corporate name	500; 710	Multiple-instruction, multiple-data path computers: parallel processing impact on flight simulation software	000161185	9356691		Language material	a	No attempt to code	|	Monograph/item	m	D			Department of Defense			D 301.45/27:80-64	D 301.45/27:80-64		421-E-3 (microfiche)			1981		FALSE							
General note	500	Permanent lane marking (recessed lane edge stripe)	000166232	8895828		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 2.30/4:82-204	TD 2.30/4:82-204		982-G-19 (microfiche)			1982		FALSE							
General note; Added entry--corporate name	500; 710	Citizen participation in nuclear waste repository siting: technical report	000175941	9986707		Language material	a	No attempt to code	|	Monograph/item	m	E			Department of Energy			E 1.28:ONWI-267	E 1.28:ONWI-267		429-T-4 (microfiche)			1982		FALSE							
General note; Added entry--corporate name	500; 710	Parallel processing for some large-scale network optimization problems	000221472	12230631		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 1.20/6:34/85/015	TD 1.20/6:34/85/015		982-C-10 (microfiche)			1985		FALSE							
General note	500	Steam injection pressing: large panel fabrication with southern hardwoods	000277791	18156548		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.27/2:ST 3	A 13.27/2:ST 3					1987?		FALSE							
General note; Added entry--corporate name	500; 710	Guidelines for spring highway use restrictions	000278754	18143479		Language material	a	No attempt to code	|	Monograph/item	m	TD			Department of Transportation			TD 2.30/4:87-209	TD 2.30/4:87-209		982-G-11 (microfiche)			1987		FALSE							
General note	500	Concurrent services model	000351089	23719043		Language material	a	No attempt to code	|	Monograph/item	m	ED			Department of Education			ED 1.310/2:298724	ED 1.310/2:298724		466-A-3 (MF)			1987		FALSE							
General note	500	Evaluation of the impacts of the Washington alternative work search experiment: final report	000351759	23812265		Language material	a	No attempt to code	|	Monograph/item	m	L			Department of Labor			L 37.20:91-4			780-A-10			1991		FALSE							
General note	500	Bondability of wood surfaces	000365343	25374866		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.27/2:B 64/5	A 13.27/2:B 64/5		85-A (MF)			1987		FALSE							
General note	500	Creep testing of structural composite panels: a literature review and proposed standards	000365466	25387274		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.27/2:C 86/2	A 13.27/2:C 86/2		85-A (MF)			1987		FALSE							
General note	500	1990 Census of population and housing, Population and housing characteristics for census tracts and block numbering areas, maps, Bellingham, WA MSA	000383239	27171211		Cartographic material	e	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/11:1990 CPH-3-85/MAPS			0156-K-47			1992	92-0652-P.	FALSE							
